Rapo2011hierarkia Taso 00 - Avain - Category Code,Rapo2011hierarkia Taso 00 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 03 - Avain - Category Code,Rapo2011hierarkia Taso 03 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 05 - Avain - Category Code,Rapo2011hierarkia Taso 05 - Avain - Pitkä nimi,Summataso3 - Category Code,Summataso3 - Pitkä nimi,Tilinumero Taso 0 - Avain - Pitkä nimi,Tilinumero Taso 0 - Avain - Category Code,Budjetti eur,Toteuma eur
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Myyntituotot,Myyntituotot,TILI/900500 Sis.muut myyntituotot,TILI/900500,-2 200,-4 762
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Tuet ja avustukset,Tuet ja avustukset,TILI/920100 Sis.muut tuet ja avustukset,TILI/920100,0,-6 461
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintatuotot,Muut toimintatuotot,TILI/346000 Muut vuokratuotot,TILI/346000,-14 000,-13 621
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintatuotot,Muut toimintatuotot,TILI/352700 Saadut luottotappiot,TILI/352700,0,-515
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintatuotot,Muut toimintatuotot,TILI/353000 Muut tuotot,TILI/353000,0,-112
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintatuotot,Muut toimintatuotot,TILI/353200 Laskennalliset tapaturmavakuutusmaksut,TILI/353200,0,-23 380
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintatuotot,Muut toimintatuotot,TILI/930300 Sis.koneiden- ja laitteiden vuokrat/tulo,TILI/930300,0,1 044
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/400000 Maksetut palkat ja palkkiot,TILI/400000,2 739 200,2 689 811
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/406000 Jaksotetut palkat ja palkkiot,TILI/406000,0,-202
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/406600 Lomapalkkajaksotus,TILI/406600,0,43 227
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/410000 KuEL-maksut/Palkkaperusteiset maksut,TILI/410000,438 300,432 571
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/410100 KuEL-maksut/Eläkemenoperusteiset maksut,TILI/410100,319 100,318 762
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/410200 KuEL-maksutVarhe-maksut,TILI/410200,14 637,12 309
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/413000 Jaksotetut eläkekulut,TILI/413000,0,7 403
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/415000 Kansaneläke- ja sairausvakuutusmaksut,TILI/415000,60 400,56 791
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/416000 Työttömyysvakuutusmaksut,TILI/416000,89 000,78 317
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/417000 Tapaturmavakuutusmaksut (sisäinen),TILI/417000,10 200,9 945
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/417500 Tapaturmavakuutusmaksut,TILI/417500,0,29 045
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/418000 Muut sosiaalivakuutusmaksut,TILI/418000,4 100,-1 828
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/419000 Jaksotetut sosiaalivakuutusmaksut,TILI/419000,0,2 550
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/423000 Sairausvakuutuskorvaukset,TILI/423000,2,-12 867
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/424000 Tapaturmakorvaukset,TILI/424000,0,-7 094
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Henkilöstökulut,Henkilöstökulut,TILI/426100 SV-päivärahojen sotu-maksut,TILI/426100,0,-273
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,"TILI/434000 Toimisto-, pankki- ja asiantuntijapalvelut",TILI/434000,156 771,143 828
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/435000 Painatukset ja ilmoitukset,TILI/435000,178 800,158 740
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/436000 Posti- ja telepalvelut,TILI/436000,39 000,45 844
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/437000 Vakuutukset,TILI/437000,0,13 874
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/438000 Puhtaanapito- ja pesulapalvelut,TILI/438000,5 700,1 147
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,"TILI/440000 Koneiden, kaluston ja laitteiden rakentamis- ja ku",TILI/440000,0,135
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/441000 Majoitus- ja ravitsemispalvelut,TILI/441000,27 099,32 860
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/442000 Matkustus- ja kuljetuspalvelut,TILI/442000,63 945,47 673
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/444000 Opetus- ja kulttuuripalvelut,TILI/444000,20 000,20 810
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/447000 Muut palvelut,TILI/447000,105 000,99 937
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,"TILI/950100 Sis.toimisto-, pankki- ja asiantuntijapalvelut",TILI/950100,236 187,241 615
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/950200 Sis.painatukset ja ilmoitukset,TILI/950200,0,1 100
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/950300 Sis.posti- ja telepalvelut,TILI/950300,22 241,20 765
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/950400 Sis.puhtaanapito- ja pesulapalvelut,TILI/950400,39 901,39 901
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/950700 Sis.majoitus- ja ravitsemispalvelut,TILI/950700,0,670
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/951000 Sis.opetus- ja kulttuuripalvelut,TILI/951000,0,132
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Palvelujen ostot,Palvelujen ostot,TILI/951200 Sis.muut palvelut,TILI/951200,0,363
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/450000 Toimisto- ja koulutarvikkeet,TILI/450000,17 601,25 906
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/451000 Kirjallisuus,TILI/451000,11 000,14 574
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/452000 Elintarvikkeet,TILI/452000,2 751,2 673
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/453000 Vaatteisto,TILI/453000,2 500,2 120
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/454000 Lääkkeet ja hoitotarvikkeet,TILI/454000,0,12
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/455000 Siivous- ja puhdistusaineet,TILI/455000,0,128
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/456000 Poltto- ja voiteluaineet,TILI/456000,0,112
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/458000 Kalusto,TILI/458000,17 000,31 814
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/460000 Muu materiaali,TILI/460000,13 500,6 831
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960200 Sis.kirjallisuus,TILI/960200,0,1 378
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/961400 Sis.muu materiaali,TILI/961400,0,1 237
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/482000 Rakennusten ja huoneistojen vuokrat,TILI/482000,0,996
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/484000 Koneiden ja laitteiden vuokrat,TILI/484000,9 000,11 422
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/486000 Muut vuokrat,TILI/486000,0,12 760
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/493000 Luottotappiot,TILI/493000,0,115
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/495000 Muut kulut,TILI/495000,3 989,16 283
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/499100 Pyöristykset,TILI/499100,0,3
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/980200 Sis.rakennusten ja huoneistojen vuokrat,TILI/980200,449 450,450 992
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/980300 Sis.koneiden ja laitteiden vuokrat/meno,TILI/980300,6 264,576
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/980400 Sis.muut vuokrat,TILI/980400,0,111
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR140.11,Hallintokeskus,Muut toimintakulut,Muut toimintakulut,TILI/980500 Sis.muut kulut,TILI/980500,0,450
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Myyntituotot,Myyntituotot,TILI/314000 Muut myyntituotot,TILI/314000,-285 000,-337 883
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Myyntituotot,Myyntituotot,TILI/900500 Sis.muut myyntituotot,TILI/900500,-5 015 000,-5 193 150
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Tuet ja avustukset,Tuet ja avustukset,TILI/330000 Työllistämistuki,TILI/330000,0,-412
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Muut toimintatuotot,Muut toimintatuotot,TILI/353000 Muut tuotot,TILI/353000,0,-3 281
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Muut toimintatuotot,Muut toimintatuotot,TILI/930300 Sis.koneiden- ja laitteiden vuokrat/tulo,TILI/930300,-70 000,-61 119
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/400000 Maksetut palkat ja palkkiot,TILI/400000,1 834 700,1 773 987
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/406000 Jaksotetut palkat ja palkkiot,TILI/406000,0,-3 753
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/406600 Lomapalkkajaksotus,TILI/406600,0,48 319
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/410000 KuEL-maksut/Palkkaperusteiset maksut,TILI/410000,293 500,285 057
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/410100 KuEL-maksut/Eläkemenoperusteiset maksut,TILI/410100,53 979,53 979
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/413000 Jaksotetut eläkekulut,TILI/413000,0,7 729
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/415000 Kansaneläke- ja sairausvakuutusmaksut,TILI/415000,40 300,37 526
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/416000 Työttömyysvakuutusmaksut,TILI/416000,59 600,56 658
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/417000 Tapaturmavakuutusmaksut (sisäinen),TILI/417000,6 800,6 565
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/418000 Muut sosiaalivakuutusmaksut,TILI/418000,2 800,2 656
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/419000 Jaksotetut sosiaalivakuutusmaksut,TILI/419000,0,356
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/423000 Sairausvakuutuskorvaukset,TILI/423000,-39,-15 062
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/424000 Tapaturmakorvaukset,TILI/424000,0,-484
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Henkilöstökulut,Henkilöstökulut,TILI/426100 SV-päivärahojen sotu-maksut,TILI/426100,0,-363
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,"TILI/434000 Toimisto-, pankki- ja asiantuntijapalvelut",TILI/434000,1 105 000,1 359 351
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/435000 Painatukset ja ilmoitukset,TILI/435000,19 400,22 314
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/436000 Posti- ja telepalvelut,TILI/436000,228 000,317 477
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/437000 Vakuutukset,TILI/437000,0,241
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/438000 Puhtaanapito- ja pesulapalvelut,TILI/438000,1 550,775
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,"TILI/440000 Koneiden, kaluston ja laitteiden rakentamis- ja ku",TILI/440000,18 000,121 137
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/441000 Majoitus- ja ravitsemispalvelut,TILI/441000,1 400,14 111
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/442000 Matkustus- ja kuljetuspalvelut,TILI/442000,21 500,18 764
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/444000 Opetus- ja kulttuuripalvelut,TILI/444000,16 730,25 917
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/447000 Muut palvelut,TILI/447000,0,1 842
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,"TILI/950100 Sis.toimisto-, pankki- ja asiantuntijapalvelut",TILI/950100,41 700,133 516
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/950400 Sis.puhtaanapito- ja pesulapalvelut,TILI/950400,28 720,25 092
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,Palvelujen ostot,Palvelujen ostot,TILI/951200 Sis.muut palvelut,TILI/951200,1 000,1 039
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/450000 Toimisto- ja koulutarvikkeet,TILI/450000,3 200,2 354
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/451000 Kirjallisuus,TILI/451000,3 000,1 791
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/452000 Elintarvikkeet,TILI/452000,1 500,3 138
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/455000 Siivous- ja puhdistusaineet,TILI/455000,1 500,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL100.11,Konsernihallinto,1111MR150.11,Tietohallinto,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/456000 Poltto- ja voiteluaineet,TILI/456000,4 000,1 610
